model	objective	reaction	flux	status	minimum	maximum
iJR904.xml.gz	obj	R_MLTG1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTG2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTG3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTG4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTG5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTP1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTP2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MLTP3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MMCD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MME	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MMM2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MNLpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MNNH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_MOAT	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_MOAT2	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_MOHMT	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_MTAN	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_MTHFC_1	1.2503	optimal	1.2503	1.2503
iJR904.xml.gz	obj	R_MTHFD_1	1.2503	optimal	1.2503	1.2503
iJR904.xml.gz	obj	R_MTHFR2_1	0.180702	optimal	0.180702	0.180702
iJR904.xml.gz	obj	R_MTRI	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_MTRK	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_NACODA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NACt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADDP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADDPe	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADH10	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADH5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADH6	35.14383	optimal	35.14383	35.14383
iJR904.xml.gz	obj	R_NADH7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADH8	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADH9	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADK	0.000489	optimal	0.000489	0.000489
iJR904.xml.gz	obj	R_NADPPPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NADS1	0.002517	optimal	0.002517	0.002517
iJR904.xml.gz	obj	R_NADTRHD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NAMNPP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NAt3_1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_NAt3_15	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NAt3_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NDPK1	1.215098	optimal	-999996.155731	999999.0
iJR904.xml.gz	obj	R_NDPK2	0.349603	optimal	0.349603	0.849022
iJR904.xml.gz	obj	R_NDPK3	0.179143	optimal	0.155725	0.179143
iJR904.xml.gz	obj	R_NDPK4	0.022772	optimal	0.022772	0.022772
iJR904.xml.gz	obj	R_NDPK5	0.0	optimal	-0.476647	0.023417
iJR904.xml.gz	obj	R_NDPK6	0.0	optimal	-0.499419	0.0
iJR904.xml.gz	obj	R_NDPK7	0.0	optimal	0.0	0.023417
iJR904.xml.gz	obj	R_NDPK8	0.0	optimal	-0.476647	0.022772
iJR904.xml.gz	obj	R_NH4t	9.85052	optimal	9.85052	9.85052
iJR904.xml.gz	obj	R_NMNAT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NMNDA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NMNN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NMNP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NMNt7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NNAM	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NNATr	0.002517	optimal	0.002517	0.002517
iJR904.xml.gz	obj	R_NNDMBRT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NNDPR	0.002517	optimal	0.002517	0.002517
iJR904.xml.gz	obj	R_NO2t2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NO3R1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NO3R2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NO3t7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NPHS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD1	0.476647	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_NTD10	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD11	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD6	0.0	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_NTD7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTD8	0.0	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_NTD9	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP6	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPP8	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPTP1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTPTP2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_NTRIR2x	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_O2t	19.928388	optimal	19.928388	19.928388
iJR904.xml.gz	obj	R_OBTFL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OCBT	0.259067	optimal	0.259067	0.259067
iJR904.xml.gz	obj	R_OCDCAt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OCTDPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OHPBAT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OHPHM	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OMBZLM	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OMCDC	0.394594	optimal	0.394594	0.394594
iJR904.xml.gz	obj	R_OMMBLHX	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OMPDC	0.290506	optimal	0.290506	0.290506
iJR904.xml.gz	obj	R_OMPHHX	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OP4ENH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OPHBDC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_OPHHX	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ORNDC	0.038722	optimal	0.038722	0.038722
iJR904.xml.gz	obj	R_ORNTA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ORNabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ORPT	-0.290506	optimal	-0.290506	-0.290506
iJR904.xml.gz	obj	R_OXGDC2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_P5CD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_P5CR	0.193609	optimal	0.193609	0.193609
iJR904.xml.gz	obj	R_PACCOAL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PANTS	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_PAPA_EC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PAPPT3	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_PAPSR	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_PASYN_EC	0.124878	optimal	0.124878	0.124878
iJR904.xml.gz	obj	R_PDH	7.960736	optimal	7.960736	7.960736
iJR904.xml.gz	obj	R_PDX5POi	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PDX5PS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PDXPP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PEAMNO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PEPT_EC	0.015489	optimal	0.015489	0.015489
iJR904.xml.gz	obj	R_PERD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PFK	6.585843	optimal	6.585843	7.003127
iJR904.xml.gz	obj	R_PFK_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PFL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PGAMT	-0.06638	optimal	-0.06638	-0.06638
iJR904.xml.gz	obj	R_PGCD	1.96478	optimal	1.96478	1.96478
iJR904.xml.gz	obj	R_PGI	4.777306	optimal	4.777306	4.777306
iJR904.xml.gz	obj	R_PGK	-15.357828	optimal	-15.357828	-15.357828
iJR904.xml.gz	obj	R_PGL	5.062459	optimal	5.062459	5.062459
iJR904.xml.gz	obj	R_PGLYCP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PGM	-13.393048	optimal	-13.393048	-13.393048
iJR904.xml.gz	obj	R_PGMT	-0.160235	optimal	-0.160235	-0.160235
iJR904.xml.gz	obj	R_PGPP_EC	0.033282	optimal	0.033282	0.033282
iJR904.xml.gz	obj	R_PGSA_EC	0.033282	optimal	0.033282	0.033282
iJR904.xml.gz	obj	R_PHETA1	-0.162263	optimal	-0.162263	-0.162263
iJR904.xml.gz	obj	R_PHEt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PIabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PIt2r	0.840482	optimal	0.840482	0.840482
iJR904.xml.gz	obj	R_PLIPA1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PLIPA2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PLIPA3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PMANM	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PMDPHT	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_PMPK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PNTK	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_PNTOt4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_POX	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPA	3.097114	optimal	3.097114	3.097114
iJR904.xml.gz	obj	R_PPAKr	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_PPBNGS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPC	2.153756	optimal	2.153756	2.153756
iJR904.xml.gz	obj	R_PPCDC	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_PPCK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPCSCT	0.0	optimal	0.0	999995.438376
iJR904.xml.gz	obj	R_PPM	-0.483101	optimal	-0.483101	-0.483101
iJR904.xml.gz	obj	R_PPM2	0.476647	optimal	0.476647	0.476647
iJR904.xml.gz	obj	R_PPNCL2	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_PPND	0.120775	optimal	0.120775	0.120775
iJR904.xml.gz	obj	R_PPNDH	0.162263	optimal	0.162263	0.162263
iJR904.xml.gz	obj	R_PPPGO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPPNDO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPPNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PPTGS	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_PRAGSr	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_PRAIS	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_PRAIi	0.049785	optimal	0.049785	0.049785
iJR904.xml.gz	obj	R_PRAMPC	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_PRASCSi	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_PRATPP	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_PRFGS	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_PRMICI	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_PROD2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PROabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PROt2r	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_PROt4	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_PRPPS	0.866391	optimal	0.866391	0.866391
iJR904.xml.gz	obj	R_PSCVT	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_PSD_EC	0.104687	optimal	0.104687	0.104687
iJR904.xml.gz	obj	R_PSERT	1.96478	optimal	1.96478	1.96478
iJR904.xml.gz	obj	R_PSP_L	1.96478	optimal	1.96478	1.96478
iJR904.xml.gz	obj	R_PSSA_EC	0.107084	optimal	0.107084	0.107084
iJR904.xml.gz	obj	R_PTA2	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_PTAr	-0.528146	optimal	-0.528146	-0.528146
iJR904.xml.gz	obj	R_PTPATi	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_PTRCORNt7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PTRCTA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PTRCabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PTRCt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PUNP1	-0.006454	optimal	-0.483101	-0.006454
iJR904.xml.gz	obj	R_PUNP2	0.0	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_PUNP3	0.0	optimal	-0.476647	0.0
iJR904.xml.gz	obj	R_PUNP4	0.0	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_PUNP5	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PUNP6	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PUNP7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PYAM5PO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PYDAMK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PYDXK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PYDXNK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PYDXPP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_PYK	0.0	optimal	0.0	0.417284
iJR904.xml.gz	obj	R_PYNP2r	-0.476647	optimal	-0.476647	0.0
iJR904.xml.gz	obj	R_PYRt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_QULNS_1	0.002517	optimal	0.002517	0.002517
iJR904.xml.gz	obj	R_RBFK	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_RBFSa	1.8e-05	optimal	1.8e-05	1.8e-05
iJR904.xml.gz	obj	R_RBFSb	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_RBK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RBK_L1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RBP4E	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RHCCE	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RIBabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RMI	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RMK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RMNt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RMPA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_RNDR1	0.0	optimal	0.0	0.499419
iJR904.xml.gz	obj	R_RNDR2	0.0	optimal	0.0	0.500065
iJR904.xml.gz	obj	R_RNDR3	0.0	optimal	0.0	0.023417
iJR904.xml.gz	obj	R_RNDR4	0.499419	optimal	0.0	0.499419
iJR904.xml.gz	obj	R_RNTR1	0.022772	optimal	0.0	0.499419
iJR904.xml.gz	obj	R_RNTR2	0.023417	optimal	0.0	0.500065
iJR904.xml.gz	obj	R_RNTR3	0.023417	optimal	0.0	0.023417
iJR904.xml.gz	obj	R_RNTR4	0.0	optimal	0.0	0.499419
iJR904.xml.gz	obj	R_RPE	2.315434	optimal	2.315434	2.315434
iJR904.xml.gz	obj	R_RPI	-2.708285	optimal	-2.708285	-2.708285
iJR904.xml.gz	obj	R_RZ5PP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_S7PI	0.023233	optimal	0.023233	0.023233
iJR904.xml.gz	obj	R_SADH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SADT2	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_SBTPD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SBTpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SDPDS	0.326001	optimal	0.326001	0.326001
iJR904.xml.gz	obj	R_SDPTA	-0.326001	optimal	-0.326001	-0.326001
iJR904.xml.gz	obj	R_SELNPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SERASr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SERAT	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_SERD_D	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SERD_L	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SERt2r	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_SERt4	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_SGDS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SGSAD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SHCHCS2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SHCHD2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SHCHF	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SHK3Dr	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_SHKK	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_SHSL1	0.134604	optimal	0.134604	0.134604
iJR904.xml.gz	obj	R_SOTA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SPMDAT1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SPMDAT2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SPMDabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SPMS	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_SPODM	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SSALx	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SSALy	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCBZL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCBZS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCCabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCCt2_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCCt2_3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCCt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCD1	4.022229	optimal	4.022229	4.700038
iJR904.xml.gz	obj	R_SUCD4	4.022229	optimal	4.022229	4.700038
iJR904.xml.gz	obj	R_SUCFUMt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SUCOAS	-3.561624	optimal	-999999.0	-3.561624
iJR904.xml.gz	obj	R_SUCpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_SULR	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_SULabc	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_TAGURr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TALA	1.335561	optimal	1.335561	1.335561
iJR904.xml.gz	obj	R_TARTD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TARTRt7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TAUDO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TAURabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TDPADGAT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TDPAGTA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TDPDRE	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TDPDRR	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TDPGDH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TDSK	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_TGBPA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_THD2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_THDPS	0.326001	optimal	0.326001	0.326001
iJR904.xml.gz	obj	R_THMDt2_copy1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_THMDt2_copy2	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_THMabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_THRA	-0.476647	optimal	-0.476647	-0.476647
iJR904.xml.gz	obj	R_THRD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_THRD_L	0.254458	optimal	0.254458	0.254458
iJR904.xml.gz	obj	R_THRS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_THRabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_THRt2r	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_THRt4	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_THZPSN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TKT1	1.358794	optimal	1.358794	1.358794
iJR904.xml.gz	obj	R_TKT2	0.95664	optimal	0.95664	0.95664
iJR904.xml.gz	obj	R_TMAOR1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMAOR1e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMAOR2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMAOR2e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMDK1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMDPP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMDS	0.022772	optimal	0.022772	0.022772
iJR904.xml.gz	obj	R_TMK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMPK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TMPPP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TPI	6.848396	optimal	6.848396	6.848396
iJR904.xml.gz	obj	R_TRDR	0.783895	optimal	0.783895	0.783895
iJR904.xml.gz	obj	R_TRE6PH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TRE6PP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TRE6PS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TREH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TREHe	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TREpts	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TRPAS2	-0.049785	optimal	-0.049785	-0.049785
iJR904.xml.gz	obj	R_TRPS1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TRPS2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TRPS3	0.049785	optimal	0.049785	0.049785
iJR904.xml.gz	obj	R_TRPt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TRSARr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TSULabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TTDCAt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_TYRTA	-0.120775	optimal	-0.120775	-0.120775
iJR904.xml.gz	obj	R_TYRt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_U23GAAT	0.015489	optimal	0.015489	0.015489
iJR904.xml.gz	obj	R_UAAGDS	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UACMAMO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UAG2E	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UAGAAT	0.015489	optimal	0.015489	0.015489
iJR904.xml.gz	obj	R_UAGCVT	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UAGDP	0.06638	optimal	0.06638	0.06638
iJR904.xml.gz	obj	R_UAGPT3	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UAMAGS	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UAMAS	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UAPGR	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UDCPDP	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UDCPDPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UDPG4E	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UDPGALM	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UDPGD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UGLT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UGLYCH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UGMDDS	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_UHGADA	0.015489	optimal	0.015489	0.015489
iJR904.xml.gz	obj	R_UMPK	0.800343	optimal	0.323696	0.800343
iJR904.xml.gz	obj	R_UNK3	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_UPP3MT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UPP3S	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UPPDC1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_UPPRT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_URAt2_copy1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_URAt2_copy2	0.0	optimal	-999999.0	0.0
